"title","icon","rating","tagline","titles"
"Australia Post Shipping","https://apps.shopifycdn.com/listing_images/3c7dc75297687dd65b7afbcbf22a5934/icon/53767b22a649552457961787189cfb63.png?height=84&width=84",5,"Provide live shipping rates and lodgement with Australia Post","Australia Post Shipping	(5)"
"Bold Sales Motivator","https://apps.shopifycdn.com/listing_images/3bf773169a825dd71cb3b08c537e6262/icon/63b81c9132fba172a7d25d71efe2ea7c.png?height=84&width=84",4.7,"Drive average order value with geo-fenced free shipping bar","Bold Sales Motivator	(4.7)"
"Darkstore","https://apps.shopifycdn.com/listing_images/abc95ec07874e6d5fd7fe64d15523c99/icon/36b5e47232f5cf1111bd82b45ced96fd.jpg?height=84&quality=90&width=84",0,"Urban Fulfillment Centers for Same-Day Delivery.","Darkstore	(0)"
"Bold Returns","https://apps.shopifycdn.com/listing_images/c489c3d7490a74a2a3c1467fd923cb0a/icon/174e92cbd2a4159fe8cb0a5a2f509136.png?height=84&width=84",3.8,"Simplify returns for both you and your customers","Bold Returns	(3.8)"
"Instant Search & Quick Filters","https://apps.shopifycdn.com/listing_images/058651b0ffb8b70c88795d0f1a4e4beb/icon/f45db03551a85654ffcb350bcee1edea.png?height=84&width=84",4.8,"Smart and instant search bar, Upsells to boost conversion","Instant Search & Quick Filters	(4.8)"
"Panda Catalog","https://apps.shopifycdn.com/listing_images/c8504dbb5a757f39f061ed0c4f19c399/icon/c92e0d3e257e3bc5ae541635c44b81c3.png?height=84&width=84",3.3,"Create a stunning PDF catalog, great for promoting your store!","Panda Catalog	(3.3)"
"Customer insights & analytics","https://apps.shopifycdn.com/listing_images/49452e897ff19814abb30c10296ef51a/icon/4bda1ca611891b61da246ed8466891b7.png?height=84&width=84",4.5,"Increase customer retention & identify your loyal customers","Customer insights & analytics	(4.5)"
"Shwitch.io","https://apps.shopifycdn.com/listing_images/8f79182acc36993ab00b4a56b760c22c/icon/818908d2b0e47049b7f9e0a4fce6df8f.png?height=84&width=84",1.8,"Integrate Shopify sales into Streamlabs alerts!","Shwitch.io	(1.8)"
"Amazon Import & Sync","https://apps.shopifycdn.com/listing_images/2a2c26cfba84861677bd85a6ce6490b9/icon/414bb63ae6c7ed656b6b371abc5c05f8.png?height=84&width=84",4.5,"Import & Sync Your Amazon Products to Shopify in One Click","Amazon Import & Sync	(4.5)"
"Email Signatures","https://apps.shopifycdn.com/listing_images/035bcf6c8fd4e68db5156e96176a2425/icon/5798d308b4ef3db5448cf281406a640a.png?height=84&width=84",4.9,"The simplest way to create a beautiful email signatures!","Email Signatures	(4.9)"
"Our Story","https://apps.shopifycdn.com/listing_images/f36020673ea353b4a7da7bfe33e36ebf/icon/be940dc0131252f01902d27b67cdbaf0.png?height=84&width=84",2.1,"Tell your brand story through an outstanding About Us page","Our Story	(2.1)"
"Wholesale2b Dropshipping","https://apps.shopifycdn.com/listing_images/d4245bfd2c08f21d10221ea23c1ef4e5/icon/8e99737ee8b7941c95014e9edec40209.jpg?height=84&quality=90&width=84",4.1,"Import Thousands of Dropship Products, Synch Orders & Tracking","Wholesale2b Dropshipping	(4.1)"
"One Click Upsell Gift Checkout","https://apps.shopifycdn.com/listing_images/27c7e2b8d46d204585b55a27d5985944/icon/dea9b4501857563cea19aa6ae2dfe886.jpg?height=84&quality=90&width=84",4.3,"Upsells, Wrapping, Greeting cards, Gift Wrap, Gift Upsells","One Click Upsell Gift Checkout	(4.3)"
"Social Boost","https://apps.shopifycdn.com/listing_images/988c23e95c23ecb81bf850d3b3af03c2/icon/281aa83c18d94b477858300478cbefab.jpg?height=84&quality=90&width=84",4.8,"Run referrals, instant win campaigns, giveaways & sweepstakes","Social Boost	(4.8)"
"Exportible ‑ Order Export","https://apps.shopifycdn.com/listing_images/1796c2d336d6a1a3d66d18c9e25c0052/icon/2ccda74371ae2afdfc7471101f6fd416.png?height=84&width=84",4.6,"Export orders in customizable format to FTP/Email/Google Sheet","Exportible ‑ Order Export	(4.6)"
"Airpak Express","https://apps.shopifycdn.com/listing_images/05ff801482283c1b37b2f856dd36e087/icon/92b6ef0d7549a090a6515f97cb061556.jpg?height=84&quality=90&width=84",0,"Your destination is our goal","Airpak Express	(0)"
"Random Discount Pop‑up","https://apps.shopifycdn.com/listing_images/a2dcaae96b4d19a4b46cad52a3a7699c/icon/cda1a4a13c40f891389463d49ca008d3.jpg?height=84&quality=90&width=84",3,"Surprise everyone! Give random discount coupon and boost sales","Random Discount Pop‑up	(3)"
"Sitejabber Free Store Reviews","https://apps.shopifycdn.com/listing_images/d3b89ae7738516d98489a39cfaa4f61e/icon/ab1b67ecf68e8e50ce5469614c845f20.png?height=84&width=84",2.2,"Get free reviews, traffic & customer leads for your store","Sitejabber Free Store Reviews	(2.2)"
"Connect My Sales","https://apps.shopifycdn.com/listing_images/e7c12be269e3901e0b64a33a0125b2a5/icon/dbbeef249bb889e67824143c834b3bf7.png?height=84&width=84",5,"Connect Your Store to Keap and Infusionsoft","Connect My Sales	(5)"
"Klevu","https://apps.shopifycdn.com/listing_images/21a9df5710f533bed5c0bd66f913f8f4/icon/8bf39e4d475db0567e040fcb1de3fc38.png?height=84&width=84",4.7,"E-commerce Discovery Platform","Klevu	(4.7)"
"Bulk Products Editor","https://apps.shopifycdn.com/listing_images/ca742710bc8d42c5e030dd0082adf75f/icon/0c304e2e81451746d68274a0a8aaaffb.png?height=84&width=84",4.3,"Edit Product and Variant Details in Bulk. True ""all-in-one""","Bulk Products Editor	(4.3)"
"BookedUp","https://apps.shopifycdn.com/listing_images/c94d207ee5f85115461fc05ae56b30e5/icon/71a6de25fa035519518a660df74aefc3.png?height=84&width=84",4.9,"Simple & powerful booking popups (Supports Calendly & Acuity)","BookedUp	(4.9)"
"ClickShip","https://apps.shopifycdn.com/listing_images/6d85d4f1143a496850fd67ef0e665b8e/icon/ff86df0ee581de46a6ba69a8fdf882d7.png?height=84&width=84",4.6,"Canada’s Leader in Discounted Shipping","ClickShip	(4.6)"
"SEO Expert‑ SEO Image Optimzer","https://apps.shopifycdn.com/listing_images/75cac524f2b6da54d9a41af0db39d4f2/icon/eec9865a6e69470876af93cf6987ad95.jpg?height=84&quality=90&width=84",4.6,"Onpage SEO manager with SEO Image Optimizer & Broken Link Tool","SEO Expert‑ SEO Image Optimzer	(4.6)"
"Royal Mail Shipping Extension","https://apps.shopifycdn.com/listing_images/f1ca43b29aa43b21e51925615e23bb25/icon/3c0fb472c54253c20775816bb55ec198.png?height=84&width=84",3.8,"Add multiple Royal Mail shipping options for your customers","Royal Mail Shipping Extension	(3.8)"
"I Agree To Terms ‑ Best Seller","https://apps.shopifycdn.com/listing_images/073477892918b9a525797798e724acbb/icon/45ca551d82973aaef53e352db84e4f5d.jpg?height=84&quality=90&width=84",4.9,"Easily add a Terms And Condition Checkbox to your cart page","I Agree To Terms ‑ Best Seller	(4.9)"
"PostPilot Postcard Marketing","https://apps.shopifycdn.com/listing_images/a7b78d7ac7cf0ee4e49cc4fe002c4bf7/icon/0108e107facb5fa6c0134be90815fa8d.png?height=84&width=84",5,"Automatically send personalized, profitable postcard campaigns","PostPilot Postcard Marketing	(5)"
"Unlimited Smart UpSell Offers","https://apps.shopifycdn.com/listing_images/83ecb99967fd8981a82f13a5b2b19cd7/icon/78352318da01cc53e9531d25852ad22e.png?height=84&width=84",4.8,"Sell even more with the psychological power of the upsell.","Unlimited Smart UpSell Offers	(4.8)"
"Redirect Bulk","https://apps.shopifycdn.com/listing_images/0ec60fa12791b8d1cea664771229bd7c/icon/776c447ce9176c86337d3a479be0abf3.jpg?height=84&quality=90&width=84",1,"Allow you to upload all redirects one by one or in bulk","Redirect Bulk	(1)"
"Paidify","https://apps.shopifycdn.com/listing_images/fbeb8c89546d2fdfc23bae4d5f8f6597/icon/8b87c546ed3397ed7ad4d6a206bfaa53.png?height=84&width=84",5,"Create shopify invoices easily","Paidify	(5)"
"GDPR+","https://apps.shopifycdn.com/listing_images/add7712c2f9042c5d3f430c2224e5328/icon/8074dda593d52113a3f5c52eadc358f3.png?height=84&width=84",4.6,"Block Cookies and JavaScript. Most-trusted GDPR banner.","GDPR+	(4.6)"
"Snowfall Effect by Anh Kiet","https://apps.shopifycdn.com/listing_images/6654b2b853a740396f5ffca982571909/icon/ae07a211b389f3800795b211d80f608b.png?height=84&width=84",5,"Making snowfall effect for your store","Snowfall Effect by Anh Kiet	(5)"
"Facebook Album","https://apps.shopifycdn.com/listing_images/765f654299a9f3df4654b3ce49c36d25/icon/7cdc6d6b3b857427672a181206c0b15c.png?height=84&width=84",5,"The simplest & nicest image gallery & slideshow for your store","Facebook Album	(5)"
"Exit Offers","https://apps.shopifycdn.com/listing_images/1bef26f7ffab6a063c161b92c3433a0c/icon/2940c1daf126d3ed787eedd99fa388bf.jpg?height=84&quality=90&width=84",4.8,"Make money off of every abandoning customer","Exit Offers	(4.8)"
"DTDC Express","https://apps.shopifycdn.com/listing_images/feca24576821b777129938862ae672bc/icon/63a2a2abaaf9fdfdfb20258f24760a88.jpg?height=84&quality=90&width=84",1,"Generate DTDC Express documentation in just few clicks!","DTDC Express	(1)"
"Lookbook ‑ Shoppable Gallery","https://apps.shopifycdn.com/listing_images/278071e31c3628bdba8993792c231d8f/icon/9b1eb4bc4b53da54e595b13597f042be.jpg?height=84&quality=90&width=84",4.9,"Shop the Look by Photo Gallery - Grid, Slideshow & Collage","Lookbook ‑ Shoppable Gallery	(4.9)"
"Translate your shop GTranslate","https://apps.shopifycdn.com/listing_images/fd363fa0e1e3704b97e546e5a07e4210/icon/6a2c1db16d8aab4613af200cae3f22db.png?height=84&width=84",4.8,"Translate your store and reach multilingual markets!","Translate your shop GTranslate	(4.8)"
"Beacon ‑ Fraud Inspector","https://apps.shopifycdn.com/listing_images/d325b07ff08af84e4aba9fd1169399aa/icon/7ea15df6815a65c3dd6d227b9ec171ec.png?height=84&width=84",5,"Fraud Prevention and Analytical System for High-Risk Orders","Beacon ‑ Fraud Inspector	(5)"
"Digital Takeout: Clear Pricing","https://apps.shopifycdn.com/listing_images/036503fe86a7cb2a161308197215cd68/icon/1a4b619904213ed3bb2ecb86c7bb9707.jpg?height=84&quality=90&width=84",5,"Let customers know what they have to pay before they checkout.","Digital Takeout: Clear Pricing	(5)"
"Message Mate Texting Platform","https://apps.shopifycdn.com/listing_images/a7920ba1ffc53f7fe2b1a961447ec0bb/icon/6d4a9d46a08615bb0222e077ea99288e.jpg?height=84&quality=90&width=84",5,"Use texting to facilitate delivery and curbside pickup","Message Mate Texting Platform	(5)"
" Marketplace in a Box","https://apps.shopifycdn.com/listing_images/5baaa204176fd5136e83a61d93eeeb48/icon/ee57beacd95d70b9b8e5279c534d5c9a.png?height=84&width=84",4.5,"Convert your store to a multi vendor marketplace in minutes"," Marketplace in a Box	(4.5)"
"Pakettikauppa","https://apps.shopifycdn.com/listing_images/a35f86606eac24141cf0dd8ec8e98ae3/icon/8848be0a3e81e20a1c9488cbc1d3a401.jpg?height=84&quality=90&width=84",5,"Use all shipping services in Finland from one interface","Pakettikauppa	(5)"
"Wholesale Catalog Maker","https://apps.shopifycdn.com/listing_images/72f3e20d9f656689dc9b36f2fe43a964/icon/3d81db8ed24e71ecfa9992cd587aed8f.jpg?height=84&quality=90&width=84",4.1,"Create shopppable catalog with custom price & multi-currency","Wholesale Catalog Maker	(4.1)"
"Swap Photo Editor","https://apps.shopifycdn.com/listing_images/29372f61f79d9f5b0856dd418a6a0f41/icon/4e06b862e2f71b5bb5e7c0cb386837c4.png?height=84&width=84",4.5,"Edit photos, edit images, remove backgrounds and logos easily","Swap Photo Editor	(4.5)"
"Correios ‑ SEDEX ‑ PAC","https://apps.shopifycdn.com/listing_images/df07f16dbdfe691a3a60a246b30a8759/icon/6386355c94006cc45230a7739247453d.jpg?height=84&quality=90&width=84",4.7,"shipping costs & time (frete) for Correios & Transportadoras","Correios ‑ SEDEX ‑ PAC	(4.7)"
"Postcard Marketing ‑ Touchcard","https://apps.shopifycdn.com/listing_images/389c5b4b380edc4bb6ed6ab32dc5e947/icon/42b641d58872b1b4822eed021759db5c.png?height=84&width=84",4.7,"Postcards printed & mailed for you. Automatically!","Postcard Marketing ‑ Touchcard	(4.7)"
"Enquire Post Purchase Survey","https://apps.shopifycdn.com/listing_images/b012f4ba86663a72ddc26dcdfe1f9ffe/icon/622055b53af33ff83d4bfb00dbd6b829.png?height=84&width=84",5,"Post purchase survey & marketing attribution platform","Enquire Post Purchase Survey	(5)"
"Shippo","https://apps.shopifycdn.com/listing_images/470c23d2aec2abdc775ec19c2db20b19/icon/c9b9db747bea4c0459606da4d8af33b8.png?height=84&width=84",4,"Save Time and Money on Shipping - Get started in Minutes!","Shippo	(4)"
"Walmart Integration","https://apps.shopifycdn.com/listing_images/5eabff626f2420c086bbba243b69d22a/icon/eeffebd6f38b01791b3f83e634983691.png?height=84&width=84",4.8,"An all-in-one solution to simplify your way to sell on Walmart","Walmart Integration	(4.8)"
"Sales Tab","https://apps.shopifycdn.com/listing_images/7b366476b755c62a6eaacda40756b12f/icon/c9fc4175448cb0004de715313d2aedbd.png?height=84&width=84",0,"Recover Cart Abandon via Browser Tab","Sales Tab	(0)"
"Tone SMS Recovery & Marketing","https://apps.shopifycdn.com/listing_images/b8a9afcca54c9999a80f4299b8e39889/icon/720cc3cdb73ba6ee007888e06712159e.jpg?height=84&quality=90&width=84",4.9,"We text with your abandoned carts and recover 2x more sales.","Tone SMS Recovery & Marketing	(4.9)"
"OrderCup","https://apps.shopifycdn.com/listing_images/3d9faf33f15519fc11993e50537ef529/icon/6df854e0ab49421308793cda114aaee1.jpg?height=84&quality=90&width=84",4.8,"Ship More, Pay Less!","OrderCup	(4.8)"
"Bonanza Integration","https://apps.shopifycdn.com/listing_images/57111fcff38dafc4516975f7f42c6718/icon/5f42af523eea8460f2d1de9028bc218e.png?height=84&width=84",4.7,"Sell on Bonanza, list your products and manage orders.","Bonanza Integration	(4.7)"
"Lulu xPress","https://apps.shopifycdn.com/listing_images/b50fecc64e1655d6093075a80e67ee39/icon/fd0c1767c5d74ab33e03a5a948233c93.png?height=84&width=84",3.8,"Create, Sell and Ship books easily with the Lulu xPress App","Lulu xPress	(3.8)"
"Octane AI","https://apps.shopifycdn.com/listing_images/660d02b21dc203afa3147b8a84d27cf3/icon/f5380e07b57c1dc84dd9f40bf2c24176.png?height=84&width=84",4.9,"Engaging quizzes, personalized Messenger & SMS, and opt-ins","Octane AI	(4.9)"
"Booking App by Webkul","https://apps.shopifycdn.com/listing_images/6043cafc33a5367e6b33e0d516701a03/icon/b8db33fa4e674845a9856de27626b602.png?height=84&width=84",4.5,"Sell and Manage Booking | Appointment | Rent type Product","Booking App by Webkul	(4.5)"
"Newegg‑CA Integration","https://apps.shopifycdn.com/listing_images/31010dc636cfab661307b777d46ddfc3/icon/854875fdea266c710934ca211566538a.png?height=84&width=84",5,"Sell on  Newegg Canada, list your products and manage orders.","Newegg‑CA Integration	(5)"
"Arka: Packaging and Supplies","https://apps.shopifycdn.com/listing_images/17085b686b21949ebebaad367e6c2fcd/icon/1bc76736ad5010b9dfbb330328139f77.jpg?height=84&quality=90&width=84",4.2,"Custom and Unbranded Shipping Boxes  + Poly mailers","Arka: Packaging and Supplies	(4.2)"
"Awesome SEO Image Optimizer","https://apps.shopifycdn.com/listing_images/a3b8224f33e91a4d02dde0a6ff45126e/icon/82a848340c36266ed7868c5dcd35f704.png?height=84&width=84",4.2,"Optimize & watermark images for better SEO and increase sales","Awesome SEO Image Optimizer	(4.2)"
"Digital Downloads","https://apps.shopifycdn.com/listing_images/602903db3dc6fd0052d12585748da098/icon/c86c2fb86f23c407cb9a3387f627c3f7.png?height=84&width=84",3.3,"Sell digital products in your store","Digital Downloads	(3.3)"
"Google Retargeting Ads","https://apps.shopifycdn.com/listing_images/2c221a743fd779224d9daa90187ffad5/icon/d52bfcca1b4638f628a9f701bccfe542.png?height=84&width=84",4.4,"Run ads on Google with 1,000 ad impressions included for free","Google Retargeting Ads	(4.4)"
"Jozi ‑ Mix & Match","https://apps.shopifycdn.com/listing_images/22c45e1038354f8a121be06e583dc399/icon/c530c83c7eb697a74a7b22532a62b3cf.png?height=84&width=84",4,"Mix & Match Your Perfect Outfit!","Jozi ‑ Mix & Match	(4)"
"Multiship","https://apps.shopifycdn.com/listing_images/82abdea09ab3d988cfc94391da974743/icon/66d338ec85120f5c085433365d41470e.png?height=84&width=84",4.9,"Ship to Multiple Addresses in a Single Order.","Multiship	(4.9)"
"Zinevoice","https://apps.shopifycdn.com/listing_images/49503cdd2ee843aeeec5c7ad181c3a54/icon/8488696aa0b882ed32f1c5180e2836fe.jpg?height=84&quality=90&width=84",3.7,"Create, download, send, and print custom invoice automatically","Zinevoice	(3.7)"
"Simple RFID","https://apps.shopifycdn.com/listing_images/1223cb4343d0cba4e54433bff8ba3088/icon/426d89b46af39043e41fe97e3b470147.png?height=84&width=84",5,"Rapid Inventory Collection & Automated Order Verification","Simple RFID	(5)"
"COD Order, Number Verification","https://apps.shopifycdn.com/listing_images/ead93c531a1fcc65e773b246ba5c03ea/icon/d69fcb6fd9467081d9a6f4aace41229e.png?height=84&width=84",0,"Receive missed calls from customers to confirm order/mobile no","COD Order, Number Verification	(0)"
"POS Module","https://apps.shopifycdn.com/listing_images/2dffec98d5eb973cb99abd43b19c55bc/icon/ab0b8e203a2d1e63c80781c59c33459e.png?height=84&width=84",0,"Tax Authority Safe POS Sales in Austria (RKSV)","POS Module	(0)"
"Better Reports","https://apps.shopifycdn.com/listing_images/a56dbd406e289adb2ea743920f0eeaf7/icon/56a4949bde1268c08e8a570cd239dcc4.jpg?height=84&quality=90&width=84",4.9,"Reports of your sales, customers, inventory, traffic and more.","Better Reports	(4.9)"
"Like2Have.it","https://apps.shopifycdn.com/listing_images/75af3343fdd9ae14b160973ddc415167/icon/38c0ac30466c530e1e7844d02f519e17.png?height=84&width=84",5,"Create Beautiful Shopable Instagram Galleries For Every Page","Like2Have.it	(5)"
"Limited Edition","https://apps.shopifycdn.com/listing_images/83fa9b56b29242e0405a0df76aa8e04b/icon/920d9bd4a89297ed301a6c2f6acc2519.png?height=84&width=84",3,"Highlight Limited Edition Products’ Exclusivity to Grow Sales","Limited Edition	(3)"
"Rewind Backups","https://apps.shopifycdn.com/listing_images/086d06dfb64dfbb25160699059a3a65b/icon/69b57e91b7571ab9786ff2248997337a.png?height=84&width=84",4.9,"Automated Backups. Easily Undo, Recover, or Restore.","Rewind Backups	(4.9)"
"Recom.ai ‑ Upsell & Cross‑sell","https://apps.shopifycdn.com/listing_images/3bd92296c1e748bab5ed3f9ce4da5e86/icon/06f2a7f1b3a09de59de707e5291128f8.png?height=84&width=84",4.8,"Boost sales with upsell & cross-sell recommendations app","Recom.ai ‑ Upsell & Cross‑sell	(4.8)"
"Quiz for Coupon","https://apps.shopifycdn.com/listing_images/74a6647320db9f6813004e4d122b00cd/icon/7ef57eb76989a7f8b9db555d14d05943.png?height=84&width=84",0,"Efficient way to enhance ad performance and get more visitors.","Quiz for Coupon	(0)"
